"Location","iso3code","sex_ratio_linkedin_overall_unfiltered","sex_ratio_ilostat_prof_tech_unfiltered","sex_ratio_ilostat_total_management_unfiltered","sex_ratio_ilostat_senior_middle_management_unfiltered","sex_ratio_linkedin_overall_filtered","sex_ratio_ilostat_prof_tech_filtered","sex_ratio_ilostat_total_management_filtered","sex_ratio_ilostat_senior_middle_management_filtered","audience_counts_satisfy_observation_filter","sex_ratio_edu_ict","sex_ratio_edu_stem","sex_ratio_labour_force_part","iws_int_pentr","educ_attn_gg_subindex_raw","enrol_sec_educ_gg_raw","labr_force_gg_raw","enrol_ter_educ_gg_raw","hdi_fem","hdi_male","hdi_tot","econ_opp_gg_subindex_raw","gdp_capita_2020_recent","li_pen_labor_force_proftech_female_male","li_pen_labor_force_proftech_sex_ratio","Internet.Online.model.prediction","Group_18-24","Group_25-34","Group_35-54","sex_ratio_Age_18-24","sex_ratio_Age_25-34","sex_ratio_Age_35-54","sex_ratio_Age_55+","sex_ratio_Age_18-24_25-34","sex_ratio_Age_18-24_35-54","sex_ratio_Age_18-24_55+","sex_ratio_Age_25-34_35-54","sex_ratio_Age_25-34_55+","sex_ratio_Age_35-54_55+","sex_ratio_Age_18-24_25-34_35-54","sex_ratio_Age_18-24_25-34_55+","sex_ratio_Age_18-24_35-54_55+","sex_ratio_Age_25-34_35-54_55+","sex_ratio_Age_18-24_25-34_35-54_55+","sex_ratio_Company industry_M.Professional,scientificandtechnicalactivities","sex_ratio_Company industry_H.Transportationandstorage","sex_ratio_Company industry_Q.Humanhealthandsocialworkactivities","sex_ratio_Company industry_R.Arts,entertainmentandrecreation","sex_ratio_Company industry_G.Wholesaleandretailtrade;repairofmotorvehiclesandmotorcycles","sex_ratio_Company industry_C.Manufacturing","sex_ratio_Company industry_K.Financialandinsuranceactivities","sex_ratio_Company industry_J.Informationandcommunication","sex_ratio_Company industry_F.Construction","sex_ratio_Company industry_N.Administrativeandsupportserviceactivities","sex_ratio_Company industry_S.Otherserviceactivities","sex_ratio_Company industry_P.Education","sex_ratio_Company industry_O.Publicadministrationanddefence;compulsorysocialsecurity","sex_ratio_Company industry_I.Accommodationandfoodserviceactivities","sex_ratio_Company industry_B.Miningandquarrying","sex_ratio_Job seniority_ChiefXOfficer(CxO)","sex_ratio_Job seniority_Director","sex_ratio_Job seniority_Entry-level","sex_ratio_Job seniority_Manager","sex_ratio_Job seniority_Owner","sex_ratio_Job seniority_Senior","sex_ratio_Job seniority_Training","sex_ratio_Job seniority_VicePresident(VP)"
"Panama","PAN",0.807692307692308,1.1171875,0.901140684410646,NA,0.807692307692308,1.1171875,0.901140684410646,NA,TRUE,0.782716139178788,0.761275332423106,0.668627205606307,0.69700003,0.99000001,1.0700001,0.64999998,1.49,0.78200001,0.79100001,0.78899997,0.69999999,32762.4947471145,1.02018667245496,0.722969338353954,0.99,0.328820116054159,0.341715022566086,0.277240490006447,0.961538461538462,0.892857142857143,0.72,0.472727272727273,0.925925925925926,0.843137254901961,0.876190476190476,0.811320754716981,0.823880597014925,0.675409836065574,0.860759493670886,0.884033613445378,0.807079646017699,0.779487179487179,0.835502958579882,0.926351771286513,0.466586393738712,1.25779625779626,0.73943661971831,0.81619937694704,0.402803738317757,0.985074626865672,0.473591549295775,0.374760994263862,0.957281553398058,0.92280701754386,1.38571428571429,1.14405360134003,0.8025,0.33030303030303,0.33695652173913,0.565656565656566,0.841269841269841,0.6,0.469135802469136,0.857142857142857,0.857142857142857,0.866666666666667
"Papua New Guinea","PNG",0.518518518518518,0.572572572572573,0.221001221001221,0.239157372986369,0.518518518518518,0.572572572572573,0.221001221001221,0.239157372986369,TRUE,NA,NA,0.964196502914238,0.108,NA,NA,NA,NA,NA,NA,0.54400003,NA,4569.44617953884,0.782940802036919,0.905594405594406,0.803,0.306190370534724,0.394941202573774,0.252939871311294,0.568181818181818,0.618181818181818,0.443037974683544,0.29375,0.595959595959596,0.508982035928144,0.525961538461538,0.544973544973545,0.576984126984127,0.417894736842105,0.552346570397112,0.573364485981308,0.49016393442623,0.525365853658537,0.538225255972696,0.567233384853168,0.398148148148148,0.709219858156028,NA,0.469387755102041,0.122923588039867,0.796296296296296,0.33469387755102,0.256756756756757,0.269709543568465,0.331775700934579,0.69,0.353356890459364,0.9875,0.285714285714286,0,0.40625,0.592592592592593,0.337662337662338,NA,0.523529411764706,0.468421052631579,0.223076923076923
"Paraguay","PRY",0.882352941176471,1.00523882896764,0.615508885298869,NA,0.882352941176471,1.00523882896764,0.615508885298869,NA,TRUE,NA,NA,0.699917267462475,0.89600003,1,1,0.69999999,1.42,0.69,0.70999998,0.70200002,0.66000003,13210.3079115965,0.491778085139081,0.877754535290511,0.945,0.422729060165159,0.383405426661424,0.170074714903657,1.15,0.95,0.73,0.423529411764706,1.05,1.01,1.09308755760369,0.876666666666667,0.908755760368664,0.685470085470085,0.986,1.02446043165468,0.978548895899054,0.852365930599369,0.967504835589942,0.973634651600753,0.374193548387097,1.56060606060606,0.915458937198068,0.696,0.355498721227621,0.706293706293706,0.401345291479821,0.244399185336049,1.02816901408451,1.07575757575758,1.62280701754386,0.935042735042735,1,0.331360946745562,0.444444444444444,0.597222222222222,0.829268292682927,0.606666666666667,0.475609756097561,0.931034482758621,0.903225806451613,0.55625
"Peru","PER",0.708333333333333,0.836461318051576,0.449275362318841,NA,0.708333333333333,0.836461318051576,0.449275362318841,NA,TRUE,0.982538200041673,0.916072572398323,0.825463941743012,0.676,0.99000001,1.03,0.81,1.1,0.72799999,0.76599997,0.75,0.58999997,13380.3644240996,1.59925108241994,0.846821386771716,0.879,0.470742072572736,0.339980385746976,0.160183066361556,0.846153846153846,0.793103448275862,0.53125,0.271428571428571,0.823529411764706,0.754545454545455,0.798823529411765,0.7,0.736923076923077,0.484615384615385,0.767857142857143,0.796503496503496,0.725641025641026,0.669072164948454,0.748,0.723161851068828,0.45126582278481,1.25454545454545,0.779273638071384,0.792431918936035,0.415219652716652,0.8,0.456378865979381,0.26390977443609,0.666077738515901,0.909090909090909,1.0926517571885,0.703690476190476,0.815,0.248863636363636,0.321428571428571,0.467532467532468,0.69811320754717,0.336842105263158,0.363636363636364,0.727272727272727,0.653846153846154,0.777777777777778
"Philippines","PHL",1.08695652173913,1.19283026245052,1.02020202020202,0.414427157001414,1.08695652173913,1.19283026245052,1.02020202020202,0.414427157001414,TRUE,0.927828278310544,0.568700533969975,0.629265629265629,0.62,1,1.1900001,0.64999998,1.28,0.699,0.69800001,0.699,0.77999997,9277.374369233,0.534908341226946,0.911241570536715,1,0.422163588390501,0.358839050131926,0.189973614775726,1.28571428571429,1.125,0.894736842105263,0.571428571428571,1.2089552238806,1.14814814814815,1.22077922077922,1.03921568627451,1.07042253521127,0.844444444444444,1.13953488372093,1.17730496453901,1.11304347826087,1.00917431192661,1.11731843575419,1.10891125209655,0.665271966527197,1.69702602230483,1.10688376591972,1.23204923638021,0.762097846317469,1.28603719305456,0.819309927360775,0.483673469387755,1.14412049191654,1.04013377926421,1.83437221727516,1.19919155625421,1.22727272727273,0.412587412587413,0.484848484848485,0.824561403508772,1.05633802816901,0.769230769230769,0.872340425531915,1.15555555555556,1.08695652173913,0.666666666666667
"Pitcairn","PCN",0.617647058823529,NA,NA,NA,0.617647058823529,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Poland","POL",0.923076923076923,1.22646620614926,0.754385964912281,0.697792869269949,0.923076923076923,1.22646620614926,0.754385964912281,0.697792869269949,TRUE,0.268690990010327,0.765588157140877,0.742896425297892,0.78100002,1,1.01,0.81999999,1.55,0.866,0.861,0.86500001,0.69,34217.7157138218,0.380216571359046,0.752631355392261,0.996,0.238416087902975,0.456100342075257,0.279879755364362,1.09090909090909,1.0952380952381,0.6875,0.3,1.09375,0.851851851851852,0.974418604651163,0.918918918918919,1.0292576419214,0.646368715083799,0.958333333333333,1.04926253687316,0.815570934256055,0.888688946015424,0.933266533066132,1.06693208701171,0.600193423597679,1.58333333333333,1.01794374393792,1.08711217183771,0.605232177894048,1.0529696969697,0.529020531251291,0.41304347826087,1.49219910846954,1.0416868637906,1.79874213836478,0.984873949579832,1.26415094339623,0.461864406779661,0.285714285714286,0.615384615384615,0.888888888888889,0.729166666666667,0.46,1.03571428571429,1.44578313253012,0.417647058823529
"Portugal","PRT",0.857142857142857,1.00561924027871,0.589825119236884,0.587301587301587,0.857142857142857,1.00561924027871,0.589825119236884,0.587301587301587,TRUE,0.211302224992605,0.606710135673817,0.8458177278402,0.77899998,0.99000001,1.1,0.91000003,1.16,0.83899999,0.85299999,0.847,0.70999998,36470.7067689104,1.45690911128544,0.852353279264321,0.943,0.209121245828699,0.389321468298109,0.344827586206897,1.02150537634409,1.05882352941176,0.823529411764706,0.416666666666667,1.04562737642586,0.893536121673004,0.852713178294574,0.941176470588235,0.946601941747573,0.752427184466019,0.958429561200924,0.969899665551839,0.836120401337793,0.890957446808511,0.916844349680171,0.913222095815952,0.422197802197802,1.69746454662656,1.22527881040892,1.05742924528302,0.49486227441499,0.760973993705483,0.456551724137931,0.290277777777778,1.11381341440243,1.28918205804749,1.74245115452931,0.841340782122905,0.842622950819672,0.356198347107438,0.310714285714286,0.430555555555556,0.777777777777778,0.534090909090909,0.325581395348837,0.958333333333333,0.95,0.364285714285714
"Puerto Rico","PRI",1,1.35365853658537,NA,NA,1,1.35365853658537,NA,NA,TRUE,0.228473006824045,0.626048252331469,0.65875,NA,NA,NA,NA,NA,NA,NA,NA,NA,35948.1919590315,1.39896373056995,0.738738738738739,NA,0.268977884040646,0.334728033472803,0.298864315600717,1.04545454545455,1,0.851851851851852,0.63,1.02,0.938775510204082,0.915625,0.927272727272727,0.902631578947368,0.791891891891892,0.961038961038961,0.955,0.886440677966102,0.881538461538461,0.922988505747126,0.934238310708899,0.386850152905199,1.3628981886321,0.961016949152542,1.0185873605948,0.532552083333333,1.08502024291498,0.534201954397394,0.29973474801061,0.835616438356164,1.44791666666667,2.06291148500366,0.914782608695652,0.942307692307692,0.427272727272727,0.345454545454545,0.787234042553192,1.02777777777778,0.722222222222222,0.515384615384615,1.06122448979592,1.1,0.576271186440678
"Qatar","QAT",0.292682926829268,0.270797672030127,0.177856301531213,NA,0.292682926829268,0.270797672030127,0.177856301531213,NA,TRUE,1.14503803366938,0.907562933839422,0.599704423097224,0.95899999,0.98000002,1.0700001,0.56999999,6.3200002,0.87,0.84299999,0.85600001,0.62,96490.9838735541,1.42780172413793,1.08081773611668,0.952,0.0911242603550296,0.420118343195266,0.431952662721893,0.54,0.365384615384615,0.280701754385965,0.129411764705882,0.393548387096774,0.319402985074627,0.351351351351351,0.321100917431193,0.332231404958678,0.261068702290076,0.339495798319328,0.361702127659574,0.298013245033113,0.307234042553191,0.325490196078431,0.280268520738432,0.263107263107263,0.690582959641256,0.470817120622568,0.315515610217597,0.13960597826087,0.35419734904271,0.229647218453189,0.132373113854595,0.290055248618785,0.393564356435644,1.03464203233256,0.174852652259332,0.384677419354839,0.140625,0.175609756097561,0.244444444444444,0.271428571428571,0.173684210526316,0.266666666666667,0.29,0.625,0.155844155844156
"Reunion","REU",0.875,0.930803571428572,NA,NA,0.875,0.930803571428572,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04046242774566,0.940047961630695,NA,0.313327449249779,0.344218887908208,0.28684907325684,0.972222222222222,1.16666666666667,0.666666666666667,0.4,1.06944444444444,0.813333333333333,0.857777777777778,0.906666666666667,1.01333333333333,0.616666666666667,0.927927927927928,0.995061728395062,0.769047619047619,0.852380952380952,0.888333333333333,0.91044776119403,NA,1.68867924528302,0.766839378238342,0.688212927756654,0.245,1.08759124087591,0.295719844357977,0.236607142857143,2.5,3.07692307692308,1.21875,1.1577380952381,0.858695652173913,NA,NA,0.444444444444444,1,0.625,0.224137931034483,0.846153846153846,NA,NA
"Romania","ROU",1.11842105263158,1.13142565150741,0.506024096385542,0.519756838905775,1.11842105263158,1.13142565150741,0.506024096385542,0.519756838905775,TRUE,0.496877364130687,0.701135933519608,0.700030892801977,0.73500001,0.99000001,1,0.76999998,1.24,0.80400002,0.81699997,0.81099999,0.69999999,32297.3033740157,0.771960107403145,0.98850600668413,0.95,0.206224221972253,0.412448443944507,0.337457817772778,1.24489795918367,1.2,0.978021978021978,0.671428571428571,1.21476510067114,1.07142857142857,1.11746031746032,1.09424083769634,1.13508771929825,0.937142857142857,1.125,1.1680981595092,1.03506493506494,1.06536585365854,1.1,1.32665737102294,0.634926754047803,2.21457257601836,1.03663793103448,1.11992731677771,0.801587301587302,1.66094147582697,0.825736820257368,0.559420289855072,1.35349462365591,1.27458033573141,2.35885167464115,1.08897126969416,1.15584415584416,0.619883040935672,0.454545454545455,0.888888888888889,1.11764705882353,0.818181818181818,0.6,1.30769230769231,1.22222222222222,0.575
"Russian Federation","RUS",0.931034482758621,1.45387829522145,0.718213058419244,0.661129568106312,0.931034482758621,1.45387829522145,0.718213058419244,0.661129568106312,TRUE,NA,NA,0.780355871886121,0.76099998,1,0.99000001,0.87,1.21,0.82300001,0.80800003,0.81599998,0.72000003,29181.3632177676,0.173372465975654,0.640379931262958,0.958,0.129274965800274,0.424076607387141,0.383036935704514,1.1,1,0.696969696969697,0.603448275862069,1.0225,0.783333333333333,0.905405405405405,0.84375,0.9375,0.68298969072165,0.875342465753425,0.96943231441048,0.761506276150628,0.82378223495702,0.855329949238579,1.18705501618123,0.532006920415225,1.59809523809524,1.19271948608137,1.11986301369863,0.567980965329708,1.02982456140351,0.505392156862745,0.416269841269841,1.61790203727785,1.46261682242991,2.69901315789474,0.79040404040404,1.43459915611814,0.406779661016949,0.32,0.595238095238095,0.873015873015873,0.96551724137931,0.333333333333333,1.27272727272727,1,0.621621621621622
